uniprot_acc	1_SET1	2_SET1	3_SET1	4_SET1	5_SET1	6_SET1	7_SET1	8_SET1	9_SET1	10_SET1	11_SET1	12_SET1	13_SET1	14_SET1	15_SET1	16_SET1	1_SET2	2_SET2	3_SET2	4_SET2	5_SET2	6_SET2	7_SET2	8_SET2	9_SET2	10_SET2	11_SET2	12_SET2	13_SET2	14_SET2	15_SET2	16_SET2	1_SET3	2_SET3	3_SET3	4_SET3	5_SET3	6_SET3	7_SET3	8_SET3	9_SET3	10_SET3	11_SET3	12_SET3	13_SET3	14_SET3	15_SET3	16_SET3
A0A087WWT8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8266.3	6604.7	4556.2	5795.6	4539.8	6148.1	6737.1	6277.3	7044.8	7515.6	10250	6905.7	6457.1	3301.9	6175.7	7486	6497.7	6619	5059.6	6243.5	6325.9	5870.6	9843.9	6396.5	7545.6	8316.3	8698.9	7769.3	6497.2	8764	6987.7	8155.3
Q96Q45	44092	50383	67466	28829	52434	48891	35386	62182	67160	25313	44889	45516	60228	24931	74319	45715	94881	81622	60947	116880	55985	46721	68871	85450	75632	44365	64809	64990	70677	61936	39836	85844	26122	21063	20827	27810	22898	21361	22164	27347	23661	30540	28025	28565	27144	24463	28145	32853
Q9HBL0	12831	11161	10528	6310.7	8245	7715.4	5820	9009.1	7013.6	6851.7	8157.1	6817.7	8172	4826.1	9414.4	7710.7	2099.5	1365.3	1339.8	2107.3	1524	1372.7	1254	1591.2	1258	994.84	1501.2	2678.7	1598.7	1547.8	1098.4	1666.4	2177.8	1382.5	1559.2	1760.8	1780.8	1654.4	1247.6	2631.3	1884.4	2592	1855.2	2248.2	1358.1	1635.3	2452.2	2003.4
O95999	258800	258160	228820	268550	241500	266620	254700	262470	291770	262640	268980	246020	267930	316540	264490	255450	90463	75103	74670	106830	67603	84418	100750	93471	119530	87043	90396	112070	102410	108740	85624	110250	107610	86904	80618	107620	112080	80606	92929	105860	125100	120170	118650	124060	131380	130290	132860	126550
A0A087WWZ6	18857	23858	20658	26218	34080	28131	31673	32027	27906	28699	32060	43121	40177	14249	28160	21827	14780	10057	5589	16653	9423.1	12791	20346	23361	16094	7008.8	14578	20128	23014	9756.1	12147	17298	11175	7627.2	5711	11001	12425	10960	7924.1	12474	13122	9705.7	9037	12280	9062.1	10994	10746	10798
P63302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41333	47839	46896	49705	49871	38594	50119	45156	55893	46983	52476	57450	49657	55300	41194	55793
Q2M296	38319	37383	37440	34512	31283	29362	33658	29986	34799	41100	40465	34325	31474	34475	32544	37952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N5Z5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54571	63965	77695	60352	56480	50552	58576	55866	56665	73981	64145	66678	64736	57770	61039	75281
Q9BVN2	4654.5	5862.5	6947.8	6185.4	3834.4	5286.3	5280.2	5391.4	6976.6	6589.1	8717.6	8470.6	7128.7	7252.3	8033	5809.7	1349	2001.8	1237.5	1501.2	1174.3	1425.2	1270.6	2010.8	1794.6	1343.7	2376.4	2172.3	1873.8	996.36	1142.2	1756.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9BXK5	214230	301540	305480	238560	267000	293950	330360	300520	372330	325920	409030	414710	325990	289520	383040	307900	127120	134370	59533	117750	111110	129710	170160	130890	167370	110500	149870	143670	121630	60358	113350	140280	267630	271300	228370	259600	217070	190850	294940	261530	297040	260010	237310	267460	231370	270270	254450	302830
O95299	524830	679800	645840	738140	502040	506210	584440	541080	624280	712670	758390	944350	564800	615740	742500	717010	536050	509460	386330	424570	235500	531250	512380	515100	505660	548170	584470	554990	500330	216280	360960	554650	506530	469440	470010	403540	411030	268620	439870	400220	412830	559740	432160	524680	480310	421680	363080	529110
Q96T83	39604	37575	34443	31899	40565	34521	61891	34347	34709	59548	49480	61132	31406	31829	38376	40932	12702	10241	8339.6	9914.2	8148.3	11238	16831	10269	10580	11624	11969	13428	9379.6	10859	9411.1	12738	3355.8	2860.4	2370.1	2962	2623.5	2266.3	5010.6	2835.6	3091.3	4917.7	3766	4203.5	2334.9	2880.6	3415.3	4140.9
Q9UK53	62068	63281	58471	52009	18047	58544	35832	35269	41505	81526	46730	27406	26010	59544	30136	60396	54382	44824	33491	15867	22055	48879	20339	12568	18789	54202	45978	27539	14871	26573	44779	42555	16631	13519	12232	14423	13817	11741	14483	13187	14317	16184	15462	15195	14773	14048	14072	16198
Q9NP64	69290	87239	90777	115580	82886	91308	98150	92541	113490	106770	116670	113670	109330	107170	109350	100640	181890	156290	115630	163890	115760	156620	194170	173460	200600	132860	198310	183080	167760	109020	137040	192750	67022	73194	61194	79050	74261	64713	75577	69522	75447	54118	61869	58236	74881	76165	59262	74425
Q9H4H8	158100	194550	194440	157860	127880	154850	184700	152900	216680	166550	208020	148680	157440	197010	193660	179910	166580	155060	149200	163920	105030	160010	167350	149010	177400	130320	177940	165110	126920	146250	93453	181000	100320	106530	100860	116110	116380	93065	124440	123310	110410	118900	112020	98416	119040	115440	113450	131620
Q9H270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40264	30540	24345	35843	25281	47713	39421	43486	39799	35400	37635	38171	47449	30259	35477	40445	70973	80124	82964	89988	89776	73011	93935	77802	88139	77223	81368	78784	100070	90509	66973	90300
P18621:A0A0A6YYL6	3794800	3384300	3027300	2438400	1422600	1991700	2100900	1939800	2583000	3349600	2677100	1916400	2023400	3732700	2577200	3061400	2431000	2241800	3176500	1760700	882360	2554600	1735900	1785800	2165200	3127500	2897400	2420000	1972000	937270	1990300	3019300	2231800	2352300	2563100	2110900	1948600	1309800	2364900	1724600	1830500	3051900	2520800	3043900	2840100	2044700	2257800	3045600
P50895	787830	817160	764840	589540	682390	760210	510900	709610	645080	477500	664090	503210	718130	605680	644240	671920	850930	779830	623360	533730	392190	632710	478490	575790	584260	564580	612770	536010	691940	651990	754930	706080	477460	507860	494370	335510	334360	243820	336870	389360	466710	311300	432340	411070	460020	479110	411780	533230
Q96CB8	276430	264880	269960	243070	241230	250440	263020	268460	265560	257460	301990	258930	256010	255820	254460	254430	268890	241040	256820	292510	172190	251920	267600	232160	257200	265970	301910	297460	220380	306900	175260	318290	160490	138800	145310	150110	150230	118270	138240	141800	152050	190770	170140	153660	159260	137540	154550	182880
Q765P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4710.6	4151.6	5444.2	5389.1	3924.4	5521.9	4102.8	5237.7	4345.3	4765.3	5588.1	4792.2	3896.8	3087.5	3937.1	6014.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P18564	26476	28566	25915	21068	25190	21534	22932	24575	21127	27210	28138	23000	23792	15151	31483	24093	158200	145660	118720	129520	72919	132070	135400	136040	130930	102530	153490	129080	92162	94603	85439	143280	136550	126440	128280	117810	98982	82117	109620	131720	126890	147320	105040	129800	108160	95285	115130	148230
Q5TBB1	227080	239920	235020	262620	271220	293250	280810	318720	296890	278210	297270	267210	278530	246790	257810	255740	205860	144560	164600	218840	140020	202570	203710	207320	215250	189970	220190	200580	197770	155690	138170	223010	144830	116000	110990	172710	175130	148450	156510	173750	157620	156720	156130	143710	175180	167190	142660	167680
Q9BXA9	66252	90003	52717	68736	72042	72662	68837	109900	93184	53876	107880	84708	122290	99736	99140	65478	34233	34522	34169	44945	25309	40786	41640	37837	48686	51699	50787	48444	55034	42046	45600	50512	16781	20305	16396	25409	24732	18815	23026	23432	24974	31198	35076	30611	33535	26111	26168	31165
P54646:Q96E92	4172.1	3893.1	2873.9	2857.9	1875.8	2862.6	3039.5	2662.6	3532	3899.1	3390.4	2922.5	3111.5	3942.8	3510.7	3068.5	5750.8	5168.4	4377.6	4863	3448.9	4727.5	4527.7	5017.7	4748.2	4834	6155.3	5940.6	6912.8	5026.9	5716	7200.1	61660	53579	56509	61258	55821	46533	62972	55287	72476	77999	67390	82625	66462	73377	74176	75122
P54252	63586	81579	77995	90524	91583	88960	91512	98023	85293	71479	82256	83633	94379	75555	82162	78889	112750	80984	56446	77378	75852	92057	105980	98067	85187	92658	84146	94667	96501	50435	77451	95405	89977	87465	98441	92753	95972	66166	111770	90570	105340	102130	115440	114470	92857	96170	82678	116290
Q6AI08	21868	31470	30318	42275	21795	24895	25485	24291	29935	36177	34265	27338	28438	40798	34066	35782	239500	180080	114940	143290	115430	239210	199550	231500	182490	161290	167570	155700	243340	71621	147820	194600	141850	173840	167100	203420	201230	198720	205010	184400	178910	161940	150170	148340	198190	186000	144540	185830
Q9NP79	448050	494140	416430	437800	367530	450930	388390	444530	443550	439630	424290	337090	413700	460510	430760	441440	348870	269690	291950	323460	254640	333820	296600	309130	307470	296430	300660	309270	313370	286620	255800	352540	285130	277690	280310	305600	308590	232250	315860	295150	334980	348310	342260	343360	339200	312310	348650	382510
P51956	50068	72216	62246	56998	73623	61661	44269	80569	51673	45999	51844	55132	71233	49105	88863	57337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0CG29:P0CG30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47547	38694	36821	113010	63554	131700	75176	114250	89130	56469	61184	69604	124650	45174	100810	76409	35585	40158	36937	112580	90641	36653	78902	85126	67870	49526	56069	47009	95982	77806	71611	59342
Q96CW1	905930	1214800	1231200	1633500	948160	809750	1247100	1053900	1219100	1461800	1296800	1334900	1221200	1558300	1454700	1328900	965180	795470	566090	820970	494680	1036500	1116400	1149000	1103200	872720	975930	919270	1205900	261280	866000	1063500	494470	568360	540680	590240	574410	474560	585720	540030	545460	509700	513440	510560	606050	553940	374330	592910
P61077	111780	186780	147730	185300	95478	102620	110920	121070	153950	155290	136950	109370	142890	158060	160000	159370	423600	345380	239040	218420	153620	412510	247700	308720	297010	313660	357720	369960	311970	107910	306130	342950	301940	408620	418110	329510	337030	239230	397930	303200	259210	314840	286610	326530	422480	276300	224930	415680
P31641	11891	16801	15932	16174	18657	17646	14198	16763	13458	13225	14564	19285	18309	8880.6	16087	14387	86600	61847	41030	48682	45191	71333	66791	92026	49002	34883	52508	55313	56656	39292	49419	59969	67350	61429	52525	59664	75786	77172	53172	85455	58408	40354	37542	45411	43487	49497	39588	64069
O00519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26716	27584	50358	13028	8249.3	36303	15984	15526	27895	47121	49312	22854	21584	7947.2	52954	38646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6UXV4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q53GG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36643	33609	36750	39942	23280	40566	37544	39408	45932	51395	39748	55402	45165	62426	47160	50739	65685	57863	53556	63391	68652	67218	61319	71764	79402	76403	88341	99099	73861	84061	82633	84346
Q9UPT6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55401	40572	33412	34047	22463	72272	26913	48859	39684	55169	38268	49804	63757	22219	87964	49462	17505	9856.4	10197	9663.7	9500.3	5397.3	9851	8461.9	10772	9962.2	18466	15870	11562	12193	8358	11873
O00213	162240	244260	212480	220450	175660	189250	159750	199990	158530	206050	214290	189150	199040	195620	167800	207540	35585	23465	19582	19985	14621	30514	25831	30519	23538	28631	28733	27554	29046	10500	24839	29230	23969	29995	30527	29253	35440	24285	33089	32446	27939	28602	31008	29824	29735	28226	21890	35437
Q5TA45	44962	61399	66058	99111	51627	38066	55250	55433	65825	62234	66345	76074	67216	72667	84673	73264	23287	18381	12873	12650	10192	21984	18847	16443	17257	15136	20879	17320	16752	10356	11544	16745	92277	114100	107700	104760	104800	90935	109370	93068	80576	92841	88268	85918	108500	87803	72965	112450
Q9UGI6:Q9H2S1:A0A087X2E7	12696	14546	18311	21486	7429.4	10016	12960	10514	18028	25217	15679	24390	14794	32524	14220	20079	78421	74071	46352	65199	34543	69658	92758	76489	67592	53278	68692	71054	77191	22912	61708	67402	51804	57672	57621	50654	49749	29096	65156	45472	53748	56607	48661	47412	63694	55173	40307	64792
P42263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UII5	17061	18486	11603	15410	7967.8	10988	12733	11725	10738	17519	18178	17699	15933	9060.6	15627	16381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6UXD5:A0A0A0MSU7:B0QYH5	130370	150260	137130	129780	119600	162480	146650	146580	140630	131080	183070	134220	123430	136660	107770	146020	90467	84327	60264	54793	67799	94462	69980	63265	72801	65476	105200	65097	54715	61381	54383	80794	56780	45009	46388	47232	48039	40930	57272	49135	41594	48590	50014	36998	47888	44386	40346	55556
O75586	8601.1	9074.1	8634.1	9197.4	7277.3	8805.8	9062.1	7441.9	9178.5	9127.8	10032	7877.7	8505	8931.3	7586	8441.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50394	53731	50992	58731	58630	46929	51308	57023	55920	55121	56216	57345	59544	54130	52600	63699
Q9BVV6	38041	44364	40550	119440	111200	72357	125660	106390	104870	82432	70713	117680	179560	53930	103900	59554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7Z478	899110	1000100	965680	909540	730460	806410	812050	859040	901160	986110	952170	788850	838910	1053000	977830	954180	664870	586090	695280	611250	346390	608260	554380	532560	571240	612960	693760	668680	672770	551780	469400	720840	354880	382560	416770	369700	401820	311490	378330	400720	370940	514170	433240	458330	464340	393020	470340	487680
Q8IZQ5:H3BV83	196580	222520	185750	169870	199350	205300	182720	207130	200250	229360	222740	209160	196660	207850	222010	196180	529520	434700	389240	494460	367810	523690	508240	503260	555610	520640	537040	623470	635140	449470	503720	582770	423870	349460	372640	409950	415410	293980	373790	426850	567870	455830	462090	467190	458080	513500	472700	504620
O43657	16199	19512	16795	16347	15018	15147	15262	15767	16232	22848	20375	18240	16757	16585	18813	17646	37128	31905	25948	7916.1	7748.3	23374	11202	7530.9	11187	27584	39611	14777	9407.5	7489.4	19954	25079	27470	40250	45381	14272	11413	7384	24008	11653	12733	33646	25738	24351	26549	19325	24007	36350
P57105:A0A087WYV9:A0A087WX56	331590	371840	359860	343520	352680	338910	441590	365780	365750	449850	475450	511360	372250	360560	389540	377790	259120	233240	170710	230300	169390	247020	311080	254710	260800	213460	278590	276240	218190	156300	147020	257860	228900	188790	184500	206020	197240	166300	253090	217670	210340	261530	215280	233430	218210	198770	213680	255000
Q8IY67:K7EQG2	1125900	1230300	1213600	1184400	1087000	1152600	1036700	1179500	1208400	1162500	1285400	1169700	1169800	1139400	1197400	1185600	1045500	1004600	825920	1017100	853290	945390	893180	969700	997400	834930	1022200	939540	968230	838300	731700	1125400	1009200	970500	1071600	993600	951730	729240	917350	920930	935460	1087700	1062300	988330	1044400	942370	935330	1210300
A0A087WZ65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36182	34161	35458	32108	33246	23972	32377	31642	32875	39134	42101	38330	39905	30562	30130	54594
Q9HBI1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27332	20406	16185	20093	22692	25656	20296	22872	21099	23061	24607	24640	22442	12096	17898	28076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q15651	77962	58326	40099	7275	13886	22170	15136	17290	10970	24433	31911	10462	10294	27011	9315.9	35490	174190	109260	342640	91767	33360	103040	57862	79887	99937	121560	156140	251370	70655	454390	117710	140590	19927	6705.9	18894	9055	12599	9303.6	9807.3	17720	13297	28919	23195	31055	36292	15710	41165	31062
Q6ZSZ5	141340	144590	131350	122400	131650	130150	121850	140950	135750	132100	148060	126980	138220	130870	125330	126590	154450	115070	90588	110060	86600	133470	131690	133450	127090	118450	128290	127840	123730	58667	97289	138970	125570	120870	116400	134710	138160	118140	125050	134940	130560	131920	134730	142970	136640	132970	134670	148560
A0A087WZJ7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00584:H0YAE9	353140	331030	190110	266840	280330	300390	285790	254680	206450	215640	209410	295460	281400	296340	179620	271280	199440	148820	181000	195300	133000	231870	234630	226840	199730	257200	183960	272240	329830	328000	265710	243230	446370	213440	236860	287710	314030	218600	348590	314530	421590	293600	451060	372550	374840	383170	379840	381240
O43837	500900	619380	603100	695640	561980	581800	623990	603640	750660	597190	657700	759720	647220	709370	877940	651550	314740	305680	221320	262780	147600	330570	310110	273650	349540	248740	305410	283950	255410	159150	255500	323670	332080	367210	356150	382380	341400	277150	389050	369290	381480	378300	279960	331680	383910	374490	378090	411180
Q6UX53	33224	36909	40499	39834	19773	28070	29635	22944	30763	40391	39309	36045	28810	65072	51853	42852	17299	15910	16657	10139	8820.4	13744	12743	12137	14435	26350	21554	17300	14710	8537.4	15827	17341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q00536	3711.5	4681.5	4862.7	5970.6	5030.8	4429.7	5910.3	4744	4440.3	6701.6	5307.9	6837.6	4867.4	4189.7	5949.9	5979.2	8833.7	5870.6	5676.3	4187.1	4299.7	5513.1	9704.5	4648.4	8337.2	9660.1	13642	11081	5855.6	4700.8	7139.2	7126.5	30923	28167	27327	37310	39405	39136	43968	40927	40591	40626	31392	45969	32130	40088	41959	38469
O43314	300070	349740	329400	416790	317680	337120	384440	339280	418420	452770	436410	380790	336620	465740	370930	393480	226420	151360	171630	196980	133980	209780	219450	212700	268140	253680	284760	265610	221890	173110	216960	265560	157790	113890	107050	147820	170820	142840	155680	212140	217190	194120	214680	177170	186700	207590	205650	180630
Q86UU0	502570	424650	421490	445210	333790	396400	314780	380520	367880	430250	385080	330150	356450	407280	383860	397270	205890	167550	220190	278410	275000	240750	200140	207250	228700	223820	213930	230320	224700	234080	177170	274320	79425	68807	77645	71530	75366	58415	75900	73299	69816	106390	134170	102710	90996	71525	75408	118700
O95139	93302	98411	113000	103160	82510	85505	96420	91332	107340	116210	124910	126200	96564	104380	86797	108180	97432	80605	69774	96530	49916	97333	112090	108130	93980	83303	102920	102500	78113	52334	51331	103760	74310	71647	75493	74587	73085	64104	74890	74317	62285	99654	79201	77689	83346	63831	69141	88444
Q9Y496	197400	277690	239470	274930	245880	272400	237770	264700	294610	235320	254250	239260	256910	294830	301730	262300	288930	225700	211610	227930	162310	274820	226140	245020	271940	238160	260090	275990	238840	186010	239810	274320	116290	164630	126250	151150	152360	116260	143130	140690	167300	123380	143980	141400	143090	163530	143370	168140
Q9Y3A5	378180	370900	298030	266890	258460	311840	251460	286490	307920	341980	330420	229100	282120	361480	316720	321720	417560	319330	253820	326410	214280	399720	321560	355380	361090	336120	345580	360490	358220	135400	314580	388090	557820	491600	465840	623230	575580	410180	565720	541550	567950	698060	592090	688550	643270	603000	699830	673800
Q9NQC1	13190	12251	11747	10524	8642.6	8757.5	10838	10093	12685	14383	15603	11642	9920.3	14919	10180	12377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5SQN1	31475	37191	36102	34157	32243	35577	38998	36257	38073	39322	44255	40865	35877	31812	34511	34684	30617	25876	17753	23301	23671	26365	28096	27439	27357	20947	27458	29356	23795	15643	17616	27415	14921	15496	11938	16543	15525	13333	16739	15480	16864	14957	15710	16308	12480	16355	13029	17616
Q9Y376:Q9H9S4	572700	706670	625260	996770	820990	582530	701860	762830	781690	626180	643640	843740	990900	695130	905410	752670	347110	259760	187740	262990	174840	369420	307770	419650	329740	219170	252260	279800	386130	98120	245190	296890	496740	500710	498470	621980	637730	468070	547190	566940	574090	506090	430420	497300	563630	542050	451310	576680
A0A087X0K7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q15070	55448	69711	76060	96965	65822	58424	74893	61489	90367	60974	86496	87475	77634	84520	99910	83871	148010	199520	86129	141720	71014	212640	209020	178720	241600	99823	210280	144200	159450	51849	67957	152840	293460	274870	281540	360500	341880	292190	320730	327770	226030	282060	129010	152130	250670	240870	173180	252860
Q9BWU0	417550	470980	416240	408500	363470	445840	395060	431490	440590	448060	457780	366690	415920	459200	431820	430750	640660	551310	580240	657300	389310	667130	575940	597790	643700	615840	660830	645730	579880	518960	468650	709260	643530	627130	667510	764880	719410	584390	701490	743090	818540	787110	844820	792900	857900	816770	1016900	891400
A0A087X0M6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38319	36486	37631	43000	34003	40717	33881	39348	40470	39717	45360	42691	49097	40002	47821	43110
O94818:Q96MY1	18805	21790	18070	15220	25198	17505	21381	22652	19872	18826	20024	22371	25957	18308	17352	18624	67555	54371	78681	60399	37165	58949	44071	53486	59643	53753	57170	56416	48351	94955	47668	64635	58506	48641	51858	54123	48453	41932	48857	58411	72101	58277	62536	56026	54806	62527	65411	65338
